p_val	avg_logFC	pct.1	pct.2	p_val_adj
Lrrc3	7.04507940849119e-08	-0.0126536051373708	0.073	0.152	0.000960314774171434
Tysnd1	7.14068993977236e-08	0.00230583343114703	0.189	0.113	0.00097334744569037
Rpl35a	8.08328539303813e-08	-0.105096084855385	0.998	1	0.00110183263192503
Degs2	8.10437440196981e-08	0.00594617481523719	0.114	0.02	0.0011047072747325
D730003K21Rik	8.60784266407442e-08	0.0357727453804506	0.151	0.083	0.00117333503353998
Ddhd2	9.25107074013332e-08	0.118657745598347	0.181	0.098	0.00126101345258757
Hhex	9.81830415289733e-08	0.0115662128238614	0.114	0.027	0.00133833303908143
Naa20	9.85927445079624e-08	0.0223982469767747	0.183	0.103	0.00134391770038804
Dtwd2	1.0136033764029e-07	0.0573975588696761	0.131	0.059	0.00138164276237479
Dynlt1c	1.01843999585962e-07	-0.0495115841767918	0.064	0.13	0.00138823555835625
Hist1h4h	1.03236716947891e-07	-0.00272010708877503	0.131	0.039	0.00140721968871671
Ext1	1.08820456903462e-07	-0.00872151119503252	0.127	0.196	0.00148333164805109
Dram2	1.10305065294844e-07	0.0164499884294957	0.155	0.081	0.00150356834503401
H2-Oa	1.13442204420329e-07	0.173884108334824	0.176	0.091	0.0015463306884535
Wdr18	1.14388494818221e-07	0.189661740750932	0.255	0.169	0.00155922957286717
Lrif1	1.16992962960682e-07	-0.0962932256192459	0.123	0.203	0.00159473107811706
Atp11b	1.18937422077601e-07	-0.0017635746905596	0.18	0.265	0.00162123600033978
Lck	1.1912579534721e-07	0.291159726752568	0.705	0.686	0.00162380371637782
Gm8797	1.19233442530292e-07	0.0519744216431381	0.2	0.127	0.0016252710551304
Arid1b	1.21298833978262e-07	-0.0294869801295974	0.137	0.208	0.00165342440595769
Msrb2	1.22371659982481e-07	0.0322297372256826	0.147	0.069	0.00166804809722119
Ust	1.22674505143599e-07	-0.0690591301764477	0.083	0.152	0.00167217617961239
Map3k3	1.22809753816187e-07	0.0126540217283019	0.094	0.172	0.00167401975426844
Vangl2	1.25753681786188e-07	0.00641736010578189	0.106	0.027	0.00171414843642753
Prps1l3	1.2668611889191e-07	0.00755510370467068	0.108	0.169	0.00172685848661563
Fbxl14	1.29388646525421e-07	0.00321053508456953	0.143	0.069	0.00176369664078801
Ifitm10	1.30440183172799e-07	-0.0095953705451179	0.125	0.211	0.00177803013682843
Rd3	1.31270022588433e-07	-0.023838954820352	0.045	0.12	0.00178934167790294
Ccdc93	1.37439506800998e-07	0.0411340859565386	0.147	0.213	0.0018734379172044
Mast2	1.37734474214131e-07	0.00665246405614042	0.116	0.042	0.00187745861801281
1190007I07Rik	1.41030801058949e-07	0.123348286184022	0.189	0.115	0.00192239084923454
Fth1	1.42837231496785e-07	0.184408284995067	0.95	0.941	0.00194701430253268
Rps11	1.43178571520026e-07	-0.118771483187524	0.994	1	0.00195166710838948
Meis3	1.44767619466606e-07	0.081588389015135	0.087	0.145	0.00197332742094931
Utp14a	1.47226866428685e-07	-0.0703373986885151	0.144	0.223	0.00200684941628941
Ier2	1.49950455775294e-07	-0.304382463927102	0.564	0.701	0.00204397466267304
Dcaf6	1.53001835456778e-07	0.0253193606031593	0.149	0.078	0.00208556801911135
Cbx3	1.5555151179562e-07	0.416794173477124	0.316	0.216	0.00212032265728609
Pdp1	1.57876392915777e-07	-0.0074112538372267	0.056	0.13	0.00215201311183495
Kif2a	1.58681457112244e-07	-0.06318427281136	0.115	0.186	0.002162986941897
Hspa1a	1.60571485701532e-07	-0.736252707533103	0.252	0.35	0.00218874992159759
Hars	1.63662060395531e-07	0.0138080429004941	0.153	0.225	0.00223087754525148
Pacs2	1.65497720764282e-07	0.0119099049825038	0.086	0.174	0.00225589943173793
Gm42997	1.65665952239132e-07	0.0322644565812073	0.128	0.049	0.0022581925949716
Ids	1.66246582311454e-07	0.0271483271654823	0.109	0.071	0.00226610716348743
Casd1	1.7434539828907e-07	-3.51480666357928e-05	0.089	0.145	0.00237650212407832
Gm26532	1.76203392930848e-07	-0.0432208457214363	0.12	0.191	0.00240182844904039
Rmi1	1.78742201984876e-07	-0.0267819468013886	0.128	0.199	0.00243643495525585
Mfge8	1.86907703907132e-07	0.0136709923052619	0.065	0.123	0.00254773891195812
Rpl30	1.90311612318304e-07	-0.144273402930345	0.942	0.99	0.0025941375875108
Ptp4a3	1.94355302925971e-07	0.298536621984269	0.294	0.196	0.00264925713418391
Tbc1d4	1.98596982806773e-07	0.0520524973997687	0.215	0.14	0.00270707547263912
Msl1	2.04655675798883e-07	0.0874523332867759	0.146	0.221	0.00278966151681457
Itgb3	2.0544011264952e-07	0.0740125621361919	0.062	0.113	0.00280035417552561
Agl	2.0818539365325e-07	0.00565424735399368	0.069	0.127	0.00283777510088746
Prkaa1	2.08791394682787e-07	-0.00480178468217726	0.082	0.135	0.00284603550092107
Nop14	2.08850585220688e-07	0.043914783894356	0.171	0.255	0.0028468423271432
Rtl8b	2.10157607273634e-07	0.0308301657518751	0.138	0.069	0.00286465834474691
Them4	2.13760481304438e-07	0.0306083314163157	0.068	0.142	0.0029137691206608
Setdb1	2.14871300364414e-07	0.00398947700818796	0.156	0.083	0.00292891069526733
Marf1	2.23096405430524e-07	-0.0271234539105705	0.138	0.208	0.00304102710242347
Lyrm9	2.29287943428023e-07	0.101691279567273	0.144	0.066	0.00312542395686739
2810405F17Rik	2.30368252242988e-07	-0.0281316970305161	0.109	0.176	0.00314014964632417
Pusl1	2.35234824100639e-07	0.00968107173629294	0.102	0.159	0.00320648588731582
Zfp142	2.35696186558428e-07	-0.00367809048784334	0.118	0.194	0.00321277471897793
0610043K17Rik	2.36965817408447e-07	-0.0191814429307085	0.04	0.105	0.00323008105709454
Ccdc167	2.47503572392069e-07	0.0565540856475943	0.168	0.093	0.00337372119527629
Ccdc181	2.50791652885909e-07	0.0150827264580762	0.133	0.064	0.00341854102048782
Klhl2	2.51566796500385e-07	-0.012571289931063	0.1	0.154	0.00342910700309675
Gss	2.58204946373866e-07	0.0158597021684137	0.101	0.152	0.00351959162402217
A330035P11Rik	2.73077721331077e-07	0.0266073230105978	0.148	0.047	0.00372232241946391
Zc3h12b	2.7980728355803e-07	0.00112225638877563	0.055	0.103	0.0038140530821795
AW011738	2.84592527403686e-07	0.072909430134073	0.062	0.123	0.00387928074103964
Sirt6	2.884245736727e-07	-0.046426185575247	0.063	0.127	0.00393151536373257
Hspe1	2.89481044545863e-07	-0.26529905319467	0.405	0.574	0.00394591611820466
Zfp472	3.02809309057223e-07	-0.0553849712841933	0.146	0.216	0.00412759369175901
D430042O09Rik	3.03840284904461e-07	-0.0271461874828396	0.13	0.201	0.00414164692353271
Cryz	3.09450762549541e-07	-0.0192665923804067	0.058	0.142	0.0042181233443128
Tor1a	3.1499918309395e-07	0.0254281497569702	0.201	0.127	0.00429375386475364
Fam46a	3.21627105657859e-07	0.00227689357345835	0.067	0.145	0.00438409907722228
Adipor2	3.29036761728759e-07	0.0146007671905569	0.114	0.181	0.00448510009912471
Zscan18	3.29182201998186e-07	0.00813542128319284	0.035	0.115	0.00448708259543727
Paip1	3.31421728524557e-07	0.070519189967404	0.079	0.14	0.00451760958151823
Zfyve27	3.33106840975714e-07	-0.0610521084868239	0.17	0.25	0.00454057934933996
Tagap	3.38948210595653e-07	-0.480588434885655	0.289	0.382	0.00462020305862934
Tmub2	3.41813223017316e-07	-0.0565453548140625	0.137	0.213	0.00465925604294903
Sh3pxd2a	3.60718106020253e-07	-0.0066884719284607	0.079	0.152	0.00491694850316207
Gm49359	3.68839427519535e-07	-0.00988209404941952	0.07	0.132	0.00502765023651878
Foxo4	3.71553494683064e-07	0.0271592563355488	0.094	0.147	0.00506464568602484
Prr3	3.75394616902729e-07	-0.0278524402543619	0.09	0.159	0.00511700402300109
Slc22a5	3.78312791134558e-07	0.000540393940685845	0.079	0.157	0.00515678165595517
BC028528	3.84238528831749e-07	0.0221004272757064	0.05	0.103	0.00523755538650557
Parp9	3.84493537843621e-07	-0.0594990338523868	0.075	0.15	0.0052410314143464
Uba52	3.91235703762759e-07	-0.239827121941067	0.608	0.745	0.00533293387799017
Gm20342	3.9180433081006e-07	-0.0545418488372053	0.137	0.203	0.00534068483327193
Whrn	3.9584126588943e-07	-0.00480706238684646	0.076	0.132	0.00539571229533881
Adgre1	3.96116005153465e-07	-0.0162236392136503	0.048	0.115	0.00539945726624688
Cmtm3	3.97742754287366e-07	0.0100568088318724	0.152	0.078	0.00542163148369109
Mpv17l	4.03548540116704e-07	0.0508704488017273	0.137	0.047	0.0055007701503308
Cep70	4.17051619640294e-07	0.041345459480842	0.133	0.061	0.00568483062731685
Mttp	4.18946176906311e-07	0.00443699692226866	0.174	0.098	0.00571065533740993
Mmgt1	4.20128784070436e-07	0.0366139890976499	0.131	0.066	0.00572677545566411
Agpat3	4.2665030673644e-07	0.203125964563627	0.196	0.113	0.00581567033112442
Cd101	4.33843148834902e-07	-0.0150717871729053	0.062	0.127	0.00591371596176855
Ccpg1os	4.38450784979453e-07	-0.00769635509376181	0.11	0.174	0.00597652265005492
Fam122b	4.4108173025184e-07	-0.0352997593924362	0.042	0.103	0.00601238506506283
Ppm1a	4.50512832158788e-07	-0.0355030399452957	0.146	0.216	0.00614094041515644
Dmap1	4.5331327660392e-07	0.0320138377428649	0.156	0.086	0.00617911327338804
Stard3nl	4.66742850857007e-07	-0.0178865905884041	0.144	0.216	0.00636217180003186
Elac2	4.67753025849934e-07	0.0458492199553522	0.179	0.108	0.00637594149536045
Cd200r3	4.99830702585343e-07	0.0394983416003322	0.136	0.059	0.00681319230694081
Pla2g2d	5.22857648674503e-07	-0.0146892507895884	0.054	0.123	0.00712707260908216
Rpl7	5.26636109480044e-07	-0.137415333753538	0.952	0.978	0.00717857680832248
Lppos	5.35090632292573e-07	-0.0334338822367016	0.129	0.189	0.00729382040878006
Dnm2	5.41494067111458e-07	-0.0397021575987149	0.199	0.292	0.00738110562879628
Lrba	5.41621617291727e-07	-0.006948932411669	0.105	0.174	0.00738284426530353
Dusp1	5.53204154446134e-07	-0.287096241440933	0.452	0.578	0.00754072582925525
Dhx35	5.55056891081256e-07	-0.0333320333039254	0.08	0.135	0.00756598048232861
E130208F15Rik	5.76582148684068e-07	-0.0145660003460673	0.052	0.13	0.00785939126871253
Paxbp1	5.83396240288616e-07	0.0358196636054877	0.167	0.1	0.00795227415137413
Armc3	5.92206528725832e-07	-0.0125391279988273	0.068	0.137	0.00807236719306181
Tlnrd1	5.94015664573394e-07	-0.0723088566738514	0.126	0.211	0.00809702752379994
Syce2	6.09370071962755e-07	0.0525743726584744	0.156	0.076	0.00830632345092431
Pdcd1lg2	6.09690760576887e-07	-0.010539422675689	0.156	0.064	0.00831069475742354
Gm29243	6.22982944086134e-07	-0.0214480749733139	0.117	0.191	0.00849188051083809
Trappc2	6.3330899401803e-07	0.0312603818981816	0.097	0.159	0.00863263489745977
Cpt2	6.36684619198083e-07	-0.0591311178257004	0.145	0.076	0.00867864804428906
Cdk10	6.46220014094572e-07	0.0730889327624688	0.154	0.083	0.00880862501212311
Ralgps1	6.56789807112332e-07	-0.00795534803547567	0.092	0.169	0.00895270186074819
Rab12	6.62526865366541e-07	-0.0692929069192214	0.091	0.164	0.00903090370181132
Gm39323	6.71950993196148e-07	-0.0917717017399349	0.114	0.189	0.0091593639882567
Zfp710	6.91466067395656e-07	0.0185839599486165	0.083	0.137	0.00942537396467019
Tti1	6.92800129856237e-07	-0.00274383622066346	0.065	0.12	0.00944355857007036
Samd10	7.13487989559458e-07	0.052709469478486	0.146	0.078	0.00972555478568498
Tpcn1	7.2288706583847e-07	-0.0231366656333739	0.076	0.14	0.00985367359444419
Gm43352	7.37394268904132e-07	0.0545396147956847	0.105	0.152	0.0100514212794322
Vwa8	7.75802055261213e-07	-0.00596005151097729	0.109	0.181	0.0105749578152656
Rab11fip4	7.94352430886108e-07	0.0558110523808849	0.081	0.154	0.0108278179854085
Mob1b	8.08714384090027e-07	0.00744216903430918	0.189	0.123	0.0110235857695312
Tgfbr1	8.10290696303599e-07	0.0627042060757859	0.157	0.083	0.0110450724813144
Slc25a14	8.15478759153008e-07	-0.0490767798404495	0.049	0.115	0.0111157909660146
Ppp3ca	8.18207784471495e-07	-0.0180080974509162	0.165	0.235	0.0111529903101309
Dhx36	8.3271621830448e-07	0.0144784022996146	0.13	0.196	0.0113507547717084
Ezh1	8.40397015868061e-07	0.0776925536276336	0.088	0.142	0.0114554517232975
Akap11	8.73661275828264e-07	0.0473083074422326	0.207	0.137	0.0119088768508151
Ripk1	8.75186475777259e-07	0.00233503172081712	0.225	0.152	0.0119296668513198
H2-Q10	8.90646846871775e-07	0.0350012509643102	0.105	0.159	0.0121404071697092
1810006J02Rik	9.02513065084048e-07	0.00706394485624638	0.052	0.118	0.0123021555901607
Zbtb26	9.12766895363709e-07	0.00468914764255745	0.094	0.162	0.0124419255507027
Rad51	9.81040568103676e-07	-0.0157944756235368	0.044	0.105	0.0133725639838212
Prcc	9.82500265015537e-07	-0.0135752253572371	0.138	0.206	0.0133924611124268
Klc3	9.92026682277816e-07	0.0637120219747208	0.152	0.086	0.0135223157061289
Hmbox1	9.97352009431967e-07	0.0597111372616651	0.099	0.147	0.0135949052405671
Tep1	1.01162239659358e-06	-0.0158053487793479	0.147	0.093	0.0137894248879671
1500011B03Rik	1.04675523736655e-06	-0.0865591800586641	0.175	0.252	0.0142683206405435
Ripk2	1.05804500235649e-06	0.0119439769786702	0.06	0.108	0.0144222114271213
Rcbtb1	1.07556040225182e-06	0.0334601559252733	0.114	0.176	0.0146609638430945
Acad11	1.10177631600381e-06	-0.000952194276370312	0.041	0.108	0.0150183129634479
Socs5	1.13687794372545e-06	-0.0241003973065542	0.07	0.145	0.0154967832509216
Gtpbp10	1.1402785856545e-06	0.0246513736607892	0.132	0.194	0.0155431374010565
Asxl2	1.14932932855826e-06	0.0661590011756983	0.199	0.13	0.0156665080775777
Gdap2	1.17109930693337e-06	-0.0246481485841482	0.098	0.162	0.0159632546528087
Gm5617	1.1736755839861e-06	0.0664646544344276	0.172	0.24	0.0159983718853146
Bfsp2	1.17505051475493e-06	-0.0574373828287318	0.134	0.071	0.0160171135666244
Pip5k1c	1.17783913029718e-06	0.00212496818703747	0.088	0.147	0.0160551251850809
Vmn1r12	1.1909085541894e-06	-0.00106359475810948	0.133	0.059	0.0162332745021557
Usp2	1.22199840832569e-06	-0.0492170877744147	0.09	0.132	0.0166570603038875
Rusc1	1.22257533319309e-06	0.051449029051553	0.124	0.184	0.016664924366755
Ykt6	1.22836054719851e-06	0.133678388387618	0.16	0.083	0.0167437826188629
Btbd7	1.2285222874991e-06	0.0696316067274092	0.163	0.093	0.0167459873009003
C920021L13Rik	1.23662702501802e-06	0.0237565580483791	0.104	0.039	0.0168564629780206
Baz2a	1.32181464403535e-06	0.0374496940457867	0.129	0.199	0.0180176554128458
Rpl21	1.32370100154277e-06	-0.127483400668668	0.988	1	0.0180433683520295
1700010I14Rik	1.32749109412119e-06	-0.00685511578342941	0.064	0.142	0.018095031103966
Camk1d	1.32759374332463e-06	0.0180384620234852	0.173	0.108	0.018096430315258
Ano10	1.33053131845805e-06	0.0464846260913811	0.146	0.093	0.0181364724019017
Dhcr7	1.3781339419386e-06	0.120615342238291	0.188	0.115	0.018785343762565
2410131K14Rik	1.3848126452617e-06	-0.00430559229152491	0.057	0.123	0.0188763811675623
Itm2a	1.40034551684588e-06	0.562369803296219	0.372	0.27	0.0190881097401262
Smurf2	1.40077629699569e-06	0.0558780010430509	0.188	0.118	0.0190939817043483
Bbs4	1.40758173267073e-06	0.00215347379359482	0.172	0.098	0.0191867465980347
Ndufaf6	1.4083285619683e-06	-0.0424679249868503	0.11	0.176	0.0191969266281899
Cmah	1.42731771254988e-06	-0.137290330983307	0.196	0.272	0.0194557677397675
Cul3	1.47495678996272e-06	-0.0213319889026822	0.225	0.162	0.0201051360039818
Adam8	1.50769595537475e-06	-0.0174156384669786	0.054	0.118	0.0205514035677133
Rdh13	1.53287067179917e-06	0.0287045271134397	0.134	0.061	0.0208945601272945
1110032F04Rik	1.56403972836664e-06	0.041888015566831	0.151	0.059	0.0213194255373657
Ints5.1	1.56727668051002e-06	0.0428513770738752	0.085	0.137	0.0213635484320321
2700046G09Rik	1.5727407453218e-06	0.00684374936829533	0.112	0.034	0.0214380290994815
Rpl35	1.57815079746336e-06	-0.144111093679213	0.903	0.946	0.021511773520223
Klhl36	1.60893993137145e-06	0.00556320277553489	0.129	0.196	0.0219314602045243
9530082P21Rik	1.68366687439385e-06	0.0141475702744944	0.126	0.051	0.0229500631648626
Nploc4	1.75180671926048e-06	0.0479210715395903	0.168	0.078	0.0238788773902397
Sh3bgrl3	1.75656864013036e-06	0.18259942305564	0.904	0.9	0.0239437871336169
Mtss1	1.7737127882744e-06	0.189851232820767	0.219	0.142	0.0241774790169684
Tcerg1	1.80717171334304e-06	-0.0204938985465003	0.115	0.181	0.024633557624579
Rrn3	1.81234244259847e-06	0.0172712384291506	0.131	0.191	0.0247040398350597
Xxylt1	1.81823619962482e-06	0.0489647198355912	0.154	0.064	0.0247843776370859
Chpf	1.82235413613199e-06	0.0233794197056419	0.145	0.081	0.0248405092296152
Gm49085	1.82478626586082e-06	0.0109816737107328	0.065	0.123	0.0248736615899489
Aasdhppt	1.83327859023935e-06	-0.135339691440842	0.124	0.201	0.0249894204635526
Mtrf1l	1.83485968391265e-06	-0.030756997566337	0.155	0.091	0.0250109723514133
Galnt1	1.86098006084634e-06	0.0872663230989786	0.131	0.194	0.0253670192093964
Emsy	1.91837715988783e-06	-0.11885910443859	0.143	0.208	0.026149399066431
Paqr7	1.95662318511729e-06	0.0485686275813415	0.104	0.167	0.0266707306363337
Slc2a8	2.00012910875598e-06	0.00523924921624276	0.068	0.142	0.0272637598814528
Washc2	2.02166133730279e-06	-0.0662607062847577	0.192	0.262	0.0275572656887743
Phf23	2.02387030287752e-06	0.117941508726741	0.191	0.115	0.0275873760985235
Eif4ebp2	2.05815990831286e-06	0.155163256387669	0.145	0.206	0.0280547777102125
Mterf4	2.08050853121106e-06	0.0317419701312538	0.101	0.152	0.028359411788938
Nudt14	2.11836516283481e-06	-0.00406491858056957	0.146	0.211	0.0288754355346013
Dand5	2.1246101377236e-06	-0.00616417169169803	0.131	0.189	0.0289605607873104
1810043G02Rik	2.1383428025191e-06	0.0278404589285488	0.085	0.13	0.0291477507411379
Nln	2.14688715518394e-06	-0.0669596413281409	0.071	0.132	0.0292642188123123
Ccnk	2.17938709688492e-06	-0.0420580716463458	0.119	0.181	0.0297072255176383
Crtc1	2.20062811539989e-06	0.0283422926742007	0.091	0.167	0.0299967618410159
Rpl7l1	2.22095367481603e-06	0.0630060744685074	0.123	0.189	0.0302738195414173
Map3k7	2.23205051850769e-06	0.0109239898618481	0.145	0.081	0.0304250806177783
Arl8b	2.23262876608627e-06	-0.00171450557108035	0.13	0.191	0.0304329627105219
Sh3bp5	2.29898839831621e-06	-0.13124257779734	0.163	0.238	0.0313375108574483
Zfp617	2.30876204416066e-06	-0.00639650360703618	0.145	0.074	0.031470735423954
Gemin2	2.31623783833415e-06	0.0546120397800237	0.195	0.127	0.0315726379743328
Marveld1	2.3328570072048e-06	0.0473655345943064	0.167	0.093	0.0317991738652086
Bard1	2.33880484704491e-06	-0.00833575489482462	0.041	0.11	0.0318802488700692
Tmem41b	2.3439833635295e-06	-0.0173823107173404	0.151	0.216	0.0319508372282706
Mtmr6	2.34926500168849e-06	-0.0124713655767026	0.115	0.176	0.0320228312380158
Cd52	2.35582735915181e-06	0.180472150002181	0.977	0.978	0.0321122827325983
Tmem161a	2.35990267539732e-06	0.121169944270807	0.165	0.093	0.0321678333683409
Usp31	2.36019442230868e-06	0.0205994053563595	0.025	0.103	0.0321718101704895
Rdh14	2.36188501021537e-06	0.0910875816400399	0.192	0.125	0.0321948545742457
Vmn1r13	2.37635387778673e-06	0.174727333376675	0.227	0.154	0.0323920797081109
Tmem209	2.4445709100202e-06	-0.0640797536110675	0.14	0.206	0.0333219460744854
Rbm4	2.49000196820173e-06	0.0746089010480684	0.181	0.123	0.0339412168285577
Hyls1	2.49183533479928e-06	-0.0423082381155525	0.129	0.199	0.0339662074486489
Hspbp1	2.5362782095962e-06	0.0394208905587579	0.126	0.191	0.0345720082750058
Pex3	2.55397573135831e-06	0.119891957831628	0.12	0.056	0.0348132431941451
Amdhd2	2.5665943262078e-06	0.0669867655108108	0.163	0.091	0.0349852472605386
Rnf144a	2.57537301980276e-06	-0.01485772703256	0.067	0.135	0.0351049096329314
Map3k4	2.59535873617341e-06	0.0228262645627527	0.118	0.179	0.0353773349327798
Klf9	2.59784358599056e-06	0.0117976565970669	0.163	0.228	0.0354112059206373
1810013L24Rik	2.60338519325948e-06	-0.0194398385588049	0.204	0.145	0.03548674356932
Tmem184c	2.61031340864165e-06	0.0535175687701717	0.098	0.142	0.0355811820731944
Map2k4	2.63081066912152e-06	-0.0253067266850931	0.176	0.238	0.0358605802307954
Trim14	2.66998638368657e-06	0.0471892926995755	0.177	0.11	0.0363945843960316
Bclaf3	2.69895697990944e-06	-0.00573119252956178	0.154	0.091	0.0367894825931455
Cry2	2.69902726326707e-06	0.0633564588578344	0.155	0.096	0.0367904406255934
Tmem33	2.83358961951987e-06	0.0360644494127297	0.133	0.199	0.0386246601036754
Sema4a	2.8894696833092e-06	0.0855594173112257	0.171	0.098	0.0393863612531876
Vhl	2.96437039499111e-06	0.0285325422665667	0.188	0.125	0.0404073328541238
Capn7	2.98015930132324e-06	0.0548607277834928	0.197	0.13	0.0406225514363371
Mirt1	3.06897209457664e-06	-0.00962499771686637	0.157	0.225	0.0418331586211742
Morf4l1	3.10386978174748e-06	0.247804019790461	0.75	0.725	0.042308848995
Airn	3.16289512821531e-06	0.0471541975715963	0.079	0.132	0.0431134234927029
Naca	3.24831976436284e-06	-0.173184704776567	0.865	0.951	0.0442778467080299
2010300C02Rik	3.27983355539294e-06	-0.00998366922198395	0.086	0.142	0.0447074111935612
Gm9493	3.29072962785124e-06	-0.30448668963839	0.474	0.615	0.0448559355572403
Slc25a32	3.3065178536156e-06	0.0373281819355051	0.073	0.135	0.0450711448626342
Hspa8	3.38493257647323e-06	-0.154995746426746	0.849	0.924	0.0461400159499066
Cdk2ap1	3.4562455709246e-06	0.0468154543283783	0.064	0.118	0.0471120833772733
