p_val	avg_logFC	pct.1	pct.2	p_val_adj	abs	genename
Cd38	1.24382909039927e-24	-0.000655113143794801	0.101	0.026	1.69546343312325e-20	0.000655113143794801	Cd38
Chaf1b	1.32284562920057e-24	0.0122333139514724	0.128	0.233	1.8031708771633e-20	0.0122333139514724	Chaf1b
Kcmf1	1.54613697366536e-24	0.0767137794199624	0.237	0.118	2.10753930880326e-20	0.0767137794199624	Kcmf1
Tmem165	1.80439898689536e-24	0.0187763028514645	0.105	0.218	2.45957625903707e-20	0.0187763028514645	Tmem165
Ptprf	1.93875300429992e-24	0.00836328391234697	0.118	0.005	2.64271422016122e-20	0.00836328391234697	Ptprf
Gm2682	2.03888948531033e-24	-0.375869366583321	0.075	0.233	2.77921025742651e-20	0.375869366583321	Gm2682
Bmt2	2.22628884221339e-24	0.673427004556731	0.377	0.236	3.03465432082107e-20	0.673427004556731	Bmt2
Itgb5	2.36672181763899e-24	0.00943487747502423	0.111	0.008	3.22607850962371e-20	0.00943487747502423	Itgb5
Gm28731	2.41162141001825e-24	-0.0100930232692467	0.055	0.192	3.28728114399588e-20	0.0100930232692467	Gm28731
H2-D1	2.68227800166359e-24	0.235784654143059	0.985	0.991	3.65621314406764e-20	0.235784654143059	H2-D1
Eme2	3.16422285376509e-24	0.00846407714959408	0.107	0.007	4.3131521719672e-20	0.00846407714959408	Eme2
Tmem14a	3.36626433375723e-24	0.00733111399262722	0.151	0.027	4.58855491334448e-20	0.00733111399262722	Tmem14a
Acad8	3.52506759683941e-24	-0.0294265416951834	0.087	0.199	4.8050196412518e-20	0.0294265416951834	Acad8
Pnkd	3.82567788103229e-24	0.0029867505790705	0.186	0.323	5.21478151963512e-20	0.0029867505790705	Pnkd
Epb41l5	4.55935073660955e-24	-0.00245667642473266	0.016	0.126	6.21485098907248e-20	0.00245667642473266	Epb41l5
R3hcc1	4.72670227376113e-24	0.0902262745313704	0.248	0.133	6.44296786936379e-20	0.0902262745313704	R3hcc1
Tmem198b	4.73226642769967e-24	0.0188679452804377	0.155	0.039	6.45055236759742e-20	0.0188679452804377	Tmem198b
Hspa8	5.06360871660509e-24	-0.249683395086914	0.84	0.961	6.9022050416044e-20	0.249683395086914	Hspa8
AI847159	5.0882680450324e-24	0.0266185714776892	0.106	0.006	6.93581817218367e-20	0.0266185714776892	AI847159
Itpripl2	5.651856568625e-24	-0.00476330274575644	0.023	0.127	7.70404568869274e-20	0.00476330274575644	Itpripl2
Sucla2	6.32979303820403e-24	0.0974994850520417	0.134	0.256	8.62814089037591e-20	0.0974994850520417	Sucla2
Slc2a8	6.58178042310332e-24	0.0280392319598414	0.141	0.04	8.97162489473214e-20	0.0280392319598414	Slc2a8
Agrn	6.74975492770677e-24	-0.00522333569517736	0.03	0.137	9.2005909419571e-20	0.00522333569517736	Agrn
Gm16279	8.21514656988366e-24	-0.00913526221279149	0.02	0.115	1.11980662894084e-19	0.00913526221279149	Gm16279
Ttc21b	8.49833963191534e-24	-0.00203487962255605	0.164	0.043	1.15840867522638e-19	0.00203487962255605	Ttc21b
Gnb5	9.15026766549409e-24	-0.00692464228890758	0.09	0.225	1.2472729854835e-19	0.00692464228890758	Gnb5
Pygm	1.04004167295544e-23	-0.00147152726186078	0.15	0.051	1.41768080440556e-19	0.00147152726186078	Pygm
Aida	1.21247032500592e-23	0.12344660595693	0.243	0.124	1.65271830001557e-19	0.12344660595693	Aida
Ccdc162	1.23766569286264e-23	-0.0103952373127724	0.021	0.124	1.68706210594107e-19	0.0103952373127724	Ccdc162
Gm7467	1.27377626854877e-23	0.0271354560157094	0.149	0.028	1.73628443165883e-19	0.0271354560157094	Gm7467
Ice2	1.46591515943384e-23	0.0430984420706596	0.173	0.06	1.99818895382426e-19	0.0430984420706596	Ice2
Clec12a	1.61279320550229e-23	0.0404397708835342	0.162	0.033	2.19839841842017e-19	0.0404397708835342	Clec12a
Mblac2	1.69974458626981e-23	0.0463620455573355	0.187	0.081	2.31692184554437e-19	0.0463620455573355	Mblac2
Gm11110	1.73604448958488e-23	0.0445678738281162	0.177	0.032	2.36640224375315e-19	0.0445678738281162	Gm11110
Fam208a	1.81621396293704e-23	0.0623734187874238	0.149	0.267	2.47568125287948e-19	0.0623734187874238	Fam208a
Fpgs	1.94247640112001e-23	0.0135248865267044	0.074	0.208	2.64778958236668e-19	0.0135248865267044	Fpgs
2410018L13Rik	1.95218115482689e-23	7.2815695337583e-07	0.018	0.112	2.66101813214453e-19	7.2815695337583e-07	2410018L13Rik
Rln3	2.52984187866323e-23	-0.0119526927456847	0.023	0.135	3.44842746480585e-19	0.0119526927456847	Rln3
Trbc2	2.63038882656297e-23	0.33763778396966	0.954	0.966	3.58548300948798e-19	0.33763778396966	Trbc2
Lin52	2.77728827599902e-23	-0.00503905075833627	0.108	0.224	3.78572164901426e-19	0.00503905075833627	Lin52
Mmgt2	2.95676180216973e-23	-0.00801522827878193	0.099	0.214	4.03036201253756e-19	0.00801522827878193	Mmgt2
Rabep1	3.17943051195835e-23	-0.03015846854791	0.125	0.246	4.33388173085042e-19	0.03015846854791	Rabep1
Phf11d	4.2595263866076e-23	-0.0294334779252367	0.02	0.107	5.80616041758483e-19	0.0294334779252367	Phf11d
Chrnb1	4.39942970724983e-23	-0.0121404615402728	0.021	0.132	5.99686263395224e-19	0.0121404615402728	Chrnb1
Mettl17	4.86752004039704e-23	-0.0166158661009262	0.134	0.236	6.63491656706521e-19	0.0166158661009262	Mettl17
Neil2	4.89591378201695e-23	0.0123283758896527	0.124	0.041	6.6736200762673e-19	0.0123283758896527	Neil2
Wdr47	5.21762192916791e-23	0.00669284005391331	0.102	0.179	7.11214045164878e-19	0.00669284005391331	Wdr47
Nprl3	5.25329589497886e-23	0.0420833050329593	0.175	0.067	7.16076763444568e-19	0.0420833050329593	Nprl3
Hacd1	7.21801067870211e-23	0.021844894017336	0.114	0.004	9.83887035613884e-19	0.021844894017336	Hacd1
Spi1	9.58759111923484e-23	-0.00259712438466512	0.165	0.039	1.3068845454629e-18	0.00259712438466512	Spi1
Pcna-ps2	1.00158683785035e-22	0.00118252224231034	0.032	0.152	1.36526301867382e-18	0.00118252224231034	Pcna-ps2
Igsf6	1.00365778219727e-22	-0.0130052333321418	0.012	0.111	1.3680859229131e-18	0.0130052333321418	Igsf6
Fau	1.57131284845232e-22	-0.130155403768662	1	1	2.14185654372535e-18	0.130155403768662	Fau
Cd8b1	1.66891046530531e-22	0.325187522200258	0.898	0.913	2.27489185525767e-18	0.325187522200258	Cd8b1
Triobp	1.73357802023665e-22	-0.070455081310377	0.119	0.245	2.36304019938457e-18	0.070455081310377	Triobp
Bnip1	1.78341427973425e-22	-0.0480435434865682	0.084	0.192	2.43097200470576e-18	0.0480435434865682	Bnip1
Lrch1	1.8018202955122e-22	-0.00125397547582795	0.175	0.288	2.45606124481268e-18	0.00125397547582795	Lrch1
Ciao1	2.0083395902517e-22	0.078647671776844	0.137	0.245	2.73756769547209e-18	0.078647671776844	Ciao1
Tulp3	2.2900246497555e-22	0.0296742413338508	0.133	0.068	3.12153260008173e-18	0.0296742413338508	Tulp3
Ddx51	2.39304642813405e-22	0.043374729569701	0.118	0.038	3.26196158618952e-18	0.043374729569701	Ddx51
Actb	2.39849027594593e-22	0.309958425649009	0.998	0.995	3.2693820951419e-18	0.309958425649009	Actb
Gm9803	2.46041014793176e-22	0.00186363642651144	0.136	0.247	3.35378507264579e-18	0.00186363642651144	Gm9803
Fancf	2.75209246816093e-22	0.0155121458586081	0.175	0.047	3.75137724335016e-18	0.0155121458586081	Fancf
Trim41	2.8416308416198e-22	0.0217389196731296	0.093	0.167	3.87342700021196e-18	0.0217389196731296	Trim41
Platr25	2.89789760621015e-22	-0.00450472087923728	0.089	0.171	3.95012422702505e-18	0.00450472087923728	Platr25
Tnfaip1	2.90968606660057e-22	0.0015215752586101	0.131	0.232	3.96619307738324e-18	0.0015215752586101	Tnfaip1
Tnfrsf13c	3.07264676501854e-22	0.018209841105078	0.124	0.02	4.18832480539678e-18	0.018209841105078	Tnfrsf13c
Gpn1	3.2517250413224e-22	-0.00789794699310342	0.152	0.265	4.43242640382656e-18	0.00789794699310342	Gpn1
Gm27003	3.2900540627266e-22	-0.00340770958855536	0.051	0.128	4.48467269290262e-18	0.00340770958855536	Gm27003
Slc11a1	3.30603367083941e-22	0.0178232382588963	0.103	0.009	4.50645449672119e-18	0.0178232382588963	Slc11a1
Prr3	3.5599264656538e-22	0.000411577646917932	0.11	0.219	4.8525357653327e-18	0.000411577646917932	Prr3
D730045B01Rik	3.60370469222124e-22	-0.0118358771275833	0.009	0.103	4.91220986596677e-18	0.0118358771275833	D730045B01Rik
Nmrk1	4.03092271699549e-22	-0.0588578398834386	0.095	0.209	5.49455075553656e-18	0.0588578398834386	Nmrk1
Tnrc18	4.99516099225442e-22	0.0162339834415513	0.19	0.081	6.808903948542e-18	0.0162339834415513	Tnrc18
A930002I21Rik	5.29124560498457e-22	-0.00415196464162505	0.028	0.11	7.21249688415447e-18	0.00415196464162505	A930002I21Rik
Lrr1	5.72672731297297e-22	0.0118877275709834	0.126	0.02	7.80610200031345e-18	0.0118877275709834	Lrr1
Tmem126b	6.23990583265863e-22	0.0653431545820966	0.215	0.112	8.50561564049699e-18	0.0653431545820966	Tmem126b
Ube2q1	6.44523398989756e-22	0.00973020609737793	0.148	0.257	8.78549845162936e-18	0.00973020609737793	Ube2q1
Tmx3	6.45926798143406e-22	0.0797353062706327	0.24	0.129	8.80462818549277e-18	0.0797353062706327	Tmx3
Gabrr2	6.58799393488029e-22	-0.0589756865491244	0.14	0.248	8.98009453263532e-18	0.0589756865491244	Gabrr2
Spred2	6.69687362938491e-22	-0.0344358274392898	0.124	0.233	9.12850844421457e-18	0.0344358274392898	Spred2
Ss18	7.01782978418655e-22	-0.00331175253815585	0.142	0.258	9.56600377882469e-18	0.00331175253815585	Ss18
Nat8f4	7.32551619964227e-22	-0.00325927647027134	0.02	0.117	9.98541113173238e-18	0.00325927647027134	Nat8f4
Dcakd	7.70468462025423e-22	0.0108911365329755	0.11	0.221	1.05022556058685e-17	0.0108911365329755	Dcakd
Gm15706	7.97128700889849e-22	-0.0090798587537503	0.042	0.164	1.08656613218295e-17	0.0090798587537503	Gm15706
Afp	8.36993152152873e-22	-0.0458298240965318	0.051	0.159	1.14090536569958e-17	0.0458298240965318	Afp
Cyb5b	8.54583737352554e-22	-0.0110968644555434	0.093	0.208	1.16488309238527e-17	0.0110968644555434	Cyb5b
Bicd1	9.06692342934277e-22	0.042150159552581	0.149	0.04	1.23591233265371e-17	0.042150159552581	Bicd1
Rnf8	1.02056810912868e-21	0.0363486879700919	0.091	0.197	1.39113638955331e-17	0.0363486879700919	Rnf8
Hsp90ab1	1.03409616272615e-21	-0.27243976368529	0.736	0.905	1.40957647941202e-17	0.27243976368529	Hsp90ab1
Gm11713	1.03788319250121e-21	-0.018314901059397	0.086	0.202	1.4147385796984e-17	0.018314901059397	Gm11713
Pdss2	1.10293276828136e-21	0.0249369046875625	0.071	0.183	1.50340765644433e-17	0.0249369046875625	Pdss2
Brpf3	1.15102696088078e-21	-0.00885925277345023	0.017	0.105	1.56896485037659e-17	0.00885925277345023	Brpf3
Rpl7a	1.17971964923532e-21	-0.298683027612734	0.697	0.883	1.60807585387266e-17	0.298683027612734	Rpl7a
Rrnad1	1.46445625412484e-21	0.0568969198035914	0.104	0.211	1.99620031999758e-17	0.0568969198035914	Rrnad1
Zbed3	1.56204972438377e-21	0.0248239546718155	0.142	0.032	2.12922997930752e-17	0.0248239546718155	Zbed3
Gm14154	1.57666245046238e-21	0.00751150214103133	0.118	0.019	2.14914858622526e-17	0.00751150214103133	Gm14154
Wdr31	1.6259306969051e-21	-0.0148365296391047	0.028	0.133	2.21630613295134e-17	0.0148365296391047	Wdr31
Nit2	1.74784982819658e-21	-0.0122272508116336	0.149	0.263	2.38249410081475e-17	0.0122272508116336	Nit2
Hist1h2bl	1.84145393294429e-21	0.00396589858251115	0.104	0.01	2.51008585599635e-17	0.00396589858251115	Hist1h2bl
Zfp335	2.00076752031274e-21	0.0245165951886719	0.123	0.225	2.7272462069383e-17	0.0245165951886719	Zfp335
Fam72a	2.18080543358024e-21	-0.0168235441179567	0.061	0.184	2.97265588651323e-17	0.0168235441179567	Fam72a
Uck2	2.33935149243664e-21	-0.0103837818019289	0.157	0.269	3.18877001934039e-17	0.0103837818019289	Uck2
Lmbrd2	2.56567351216341e-21	-0.00907508245970114	0.125	0.216	3.49726956442995e-17	0.00907508245970114	Lmbrd2
Isg20	2.72615978279222e-21	0.0138398674616802	0.145	0.252	3.71602839992408e-17	0.0138398674616802	Isg20
Mgrn1	2.77968249138523e-21	0.107462654221864	0.228	0.11	3.78898520400721e-17	0.107462654221864	Mgrn1
Gm19705	2.88740534596935e-21	-0.0505872392238296	0.153	0.281	3.93582222709083e-17	0.0505872392238296	Gm19705
Fbrs	3.00192310474279e-21	0.0669705741460499	0.23	0.123	4.0919213840749e-17	0.0669705741460499	Fbrs
Gm42372	3.41896221649649e-21	0.0077089338257648	0.067	0.113	4.66038739730636e-17	0.0077089338257648	Gm42372
Rpl13a	3.42974940824227e-21	-0.210996709830832	0.899	0.969	4.67509141837503e-17	0.210996709830832	Rpl13a
Gm16741	3.99934384194205e-21	-0.0177610596382421	0.042	0.157	5.45150559095121e-17	0.0177610596382421	Gm16741
Rpl31	4.11779564893966e-21	-0.176827721839452	0.974	0.999	5.61296724906965e-17	0.176827721839452	Rpl31
Gnpat	4.12130391061093e-21	-0.00850642776713717	0.112	0.217	5.61774936055375e-17	0.00850642776713717	Gnpat
Tysnd1	4.24208661281075e-21	0.0388502467242601	0.23	0.131	5.78238826192233e-17	0.0388502467242601	Tysnd1
Riok2	4.69990552394484e-21	0.0582313634170819	0.226	0.119	6.40644121968921e-17	0.0582313634170819	Riok2
Cdiptos	5.22187849463008e-21	-0.000253662587632828	0.126	0.022	7.11794257603026e-17	0.000253662587632828	Cdiptos
Szrd1	5.29574408493368e-21	-0.0690934485051647	0.152	0.264	7.2186287621731e-17	0.0690934485051647	Szrd1
Il15ra	5.32372894905199e-21	-0.0386315597189572	0.027	0.156	7.25677493045277e-17	0.0386315597189572	Il15ra
Lrrc75b	5.52579621852051e-21	0.0043506178945587	0.195	0.061	7.53221282546531e-17	0.0043506178945587	Lrrc75b
Txnrd3	5.5908282712434e-21	0.00131120887945308	0.13	0.023	7.62085801653188e-17	0.00131120887945308	Txnrd3
Lipt1	5.96522896698492e-21	0.0257572974076696	0.106	0.017	8.13120360489715e-17	0.0257572974076696	Lipt1
Ddx49	5.97929898401181e-21	0.0102323943539765	0.13	0.243	8.15038244510649e-17	0.0102323943539765	Ddx49
Nemp1	6.64745113714469e-21	-0.00922766916280647	0.052	0.174	9.06114064504193e-17	0.00922766916280647	Nemp1
Slc35g1	6.73451080631356e-21	0.00650769199198634	0.106	0.205	9.17981168008601e-17	0.00650769199198634	Slc35g1
Gm45669	7.38189477228647e-21	-0.00211623588900661	0.129	0.034	1.00622607641037e-16	0.00211623588900661	Gm45669
Cbll1	7.46268699131832e-21	0.0677568249236703	0.265	0.163	1.0172388637866e-16	0.0677568249236703	Cbll1
Tmlhe	7.6920499656732e-21	0.00545646542240812	0.195	0.071	1.04850333082091e-16	0.00545646542240812	Tmlhe
Gm14033	8.21909333082753e-21	-0.00307899144925891	0.035	0.145	1.1203446119251e-16	0.00307899144925891	Gm14033
Olfml3	8.26359112117711e-21	0.0165194899004143	0.139	0.006	1.12641010572765e-16	0.0165194899004143	Olfml3
Pacs2	8.49359223950601e-21	-0.0102755646382999	0.137	0.232	1.15776155816706e-16	0.0102755646382999	Pacs2
Cdh24	9.64820834312984e-21	-0.00833706824760526	0.111	0.202	1.31514727925203e-16	0.00833706824760526	Cdh24
Pcgf2	9.87057518742702e-21	0.0108797341100492	0.134	0.008	1.34545810379818e-16	0.0108797341100492	Pcgf2
Xist	9.98063086084404e-21	0.557336585253498	0.729	0.654	1.36045979264165e-16	0.557336585253498	Xist
Phf10	1.009683436459e-20	-0.0307262252016825	0.053	0.182	1.37629949223726e-16	0.0307262252016825	Phf10
Aurka	1.04456870519354e-20	-0.0316444645200181	0.06	0.144	1.42385160204932e-16	0.0316444645200181	Aurka
Sfmbt1	1.04983806158827e-20	-0.021713398706689	0.063	0.149	1.43103426175096e-16	0.021713398706689	Sfmbt1
Hspb1	1.07580890473637e-20	-0.00540446981883858	0.102	0.008	1.46643511804615e-16	0.00540446981883858	Hspb1
Mrps27	1.14606164623801e-20	-0.0201814908350906	0.105	0.22	1.56219662998704e-16	0.0201814908350906	Mrps27
Gm26881	1.24249293678965e-20	0.00575307782067665	0.126	0.021	1.69364212213797e-16	0.00575307782067665	Gm26881
Gm42997	1.24667957865071e-20	0.0496051183558486	0.165	0.069	1.69934893365878e-16	0.0496051183558486	Gm42997
Polr3d	1.25985324458124e-20	0.00523489740237557	0.127	0.236	1.71730595768868e-16	0.00523489740237557	Polr3d
Gm47512	1.32523361852278e-20	-0.00590583264169978	0.035	0.135	1.80642594540841e-16	0.00590583264169978	Gm47512
Rdh11	1.33556063545639e-20	0.00266002302991292	0.106	0.203	1.82050270219061e-16	0.00266002302991292	Rdh11
Cd3eap	1.3705488031513e-20	-0.0876984980561428	0.134	0.25	1.86819507357554e-16	0.0876984980561428	Cd3eap
Dcps	1.43410892105956e-20	-0.0582307715667453	0.197	0.335	1.95483387029628e-16	0.0582307715667453	Dcps
9530034E10Rik	1.56426185974171e-20	0.00947947140784837	0.054	0.17	2.13224534101392e-16	0.00947947140784837	9530034E10Rik
Dse	1.6622652065664e-20	0.0302905963657166	0.207	0.107	2.26583370307065e-16	0.0302905963657166	Dse
Mpv17l	1.66696874433706e-20	-0.0214499162713925	0.05	0.17	2.27224509540584e-16	0.0214499162713925	Mpv17l
Prc1	1.7557166270627e-20	0.0256892162012087	0.143	0.016	2.39321733434917e-16	0.0256892162012087	Prc1
Lppos	1.75703628534727e-20	0.0704151704327592	0.26	0.156	2.39501616055686e-16	0.0704151704327592	Lppos
Palm	1.92656556353444e-20	0.0175981638132871	0.134	0.027	2.62610151965379e-16	0.0175981638132871	Palm
Atxn7l3	1.92664953735557e-20	-0.00647233401987059	0.102	0.207	2.62621598436937e-16	0.00647233401987059	Atxn7l3
Mlst8	1.96687479426676e-20	0.0180728507209305	0.084	0.168	2.68104703206503e-16	0.0180728507209305	Mlst8
Uchl5	1.97418914425276e-20	-0.0608758434363106	0.146	0.267	2.69101722253094e-16	0.0608758434363106	Uchl5
Rfc3	2.02115033162318e-20	0.00922912123443062	0.143	0.249	2.75503001703556e-16	0.00922912123443062	Rfc3
Ptrhd1	2.09727064203279e-20	0.00722067645222829	0.165	0.276	2.8587896121549e-16	0.00722067645222829	Ptrhd1
Slc35e2	2.14573213279298e-20	-0.0105084980528268	0.166	0.262	2.92484747021011e-16	0.0105084980528268	Slc35e2
Trmo	2.19857200400665e-20	0.0373024369638235	0.083	0.172	2.99687349866147e-16	0.0373024369638235	Trmo
Eif5a2	2.21635311921424e-20	0.0246045163942313	0.142	0.014	3.02111093680093e-16	0.0246045163942313	Eif5a2
Tomm6	2.2239337550093e-20	-0.0257439778139032	0.144	0.26	3.03144410145318e-16	0.0257439778139032	Tomm6
Sh3bp5	2.24940576334178e-20	0.00552156440518908	0.169	0.278	3.06616499601118e-16	0.00552156440518908	Sh3bp5
Trav3-3	2.37452552855242e-20	0.0264181538802199	0.179	0.065	3.2367157479698e-16	0.0264181538802199	Trav3-3
Mrps12	2.42252000596238e-20	-0.00723780935460105	0.162	0.303	3.30213702012732e-16	0.00723780935460105	Mrps12
Man2c1	2.44223996778353e-20	0.0495243106795342	0.114	0.21	3.32901730008573e-16	0.0495243106795342	Man2c1
Slc31a2	2.56774163717418e-20	-0.0148801682852493	0.081	0.144	3.50008862563212e-16	0.0148801682852493	Slc31a2
Dcdc2b	2.61658867075078e-20	-0.00118319982245039	0.123	0.03	3.56667201710038e-16	0.00118319982245039	Dcdc2b
Zcchc10	2.79603786640581e-20	0.0218711226623923	0.154	0.265	3.81127921569776e-16	0.0218711226623923	Zcchc10
P4ha1	3.1165420551647e-20	-0.0317437392702522	0.111	0.211	4.248158475395e-16	0.0317437392702522	P4ha1
Coro2a	3.30935634903096e-20	0.163019610587859	0.093	0.181	4.51098363936411e-16	0.163019610587859	Coro2a
Snai1	3.34915400484725e-20	0.013784302041773	0.02	0.118	4.56523182400728e-16	0.013784302041773	Snai1
Cables2	3.50162189401418e-20	-0.0237248647660629	0.123	0.214	4.77306080373073e-16	0.0237248647660629	Cables2
Hyal1	3.55915596100065e-20	-0.0362259572990906	0.066	0.138	4.85148549043999e-16	0.0362259572990906	Hyal1
Wdr78	3.66681238255738e-20	0.0316851487046108	0.214	0.114	4.99823195866397e-16	0.0316851487046108	Wdr78
Zdhhc18	3.67755268994132e-20	0.101728753959283	0.131	0.236	5.01287207165901e-16	0.101728753959283	Zdhhc18
Rpl36a-ps1	3.9873710130103e-20	-0.298591838767649	0.408	0.638	5.43518542783434e-16	0.298591838767649	Rpl36a-ps1
Notch1	4.05159336707065e-20	0.0531766867275683	0.097	0.2	5.52272691865401e-16	0.0531766867275683	Notch1
6330403N20Rik	4.20761752749586e-20	-3.22356307116481e-05	0.018	0.113	5.7354034517296e-16	3.22356307116481e-05	6330403N20Rik
Trbv20	4.32880368831949e-20	0.0144991253621479	0.186	0.082	5.9005923075483e-16	0.0144991253621479	Trbv20
Rnaseh2a	4.34255468381256e-20	0.013360063402565	0.126	0.236	5.91933628950489e-16	0.013360063402565	Rnaseh2a
Gm26737	4.44764018985825e-20	0.0316950789628595	0.167	0.082	6.06257834279578e-16	0.0316950789628595	Gm26737
Casz1	4.87752975502382e-20	-0.00191235610752551	0.042	0.144	6.64856080907297e-16	0.00191235610752551	Casz1
Foxj3	5.29308359732635e-20	-0.0203471483648285	0.117	0.221	7.21500225151555e-16	0.0203471483648285	Foxj3
Taf4b	5.45879906293945e-20	-0.0494536415076329	0.157	0.259	7.44088900269277e-16	0.0494536415076329	Taf4b
CAAA01118383.1	6.34207324937066e-20	-0.0224203678337042	0.099	0.209	8.64488004621715e-16	0.0224203678337042	CAAA01118383.1
Bivm	6.59828045613924e-20	0.00594101638140176	0.101	0.028	8.9941160897634e-16	0.00594101638140176	Bivm
Cdkal1	6.78415909853875e-20	0.0408570622689961	0.161	0.265	9.24748726721818e-16	0.0408570622689961	Cdkal1
Pcsk7	6.86136605585875e-20	-0.00802076969292637	0.153	0.269	9.35272807074106e-16	0.00802076969292637	Pcsk7
Gstm4	6.87283993530909e-20	-0.0132862878865179	0.139	0.044	9.36836811581981e-16	0.0132862878865179	Gstm4
Mnt	6.87822815158629e-20	0.0241021822244838	0.134	0.21	9.37571279342727e-16	0.0241021822244838	Mnt
Mllt11	7.32390195260333e-20	0.0257663944021562	0.15	0.07	9.98321075159359e-16	0.0257663944021562	Mllt11
Fcna	7.37255954744681e-20	0.00311769005045989	0.056	0.178	1.00495359191247e-15	0.00311769005045989	Fcna
Apex2	7.75795300699058e-20	-0.0170444399712557	0.109	0.205	1.05748657438289e-15	0.0170444399712557	Apex2
Kdm5b	8.14819469409381e-20	0.0169018352179345	0.149	0.255	1.11068041875193e-15	0.0169018352179345	Kdm5b
4833439L19Rik	8.78937820728278e-20	0.0373909129903932	0.101	0.202	1.19808014343472e-15	0.0373909129903932	4833439L19Rik
Tcaim	8.91629894984557e-20	0.0311268443674179	0.199	0.075	1.21538070985345e-15	0.0311268443674179	Tcaim
